Unemployment,Income inequality,FIPS,Air pollution - particulate matter,State,Population that is not proficient in English
0.086,,28045,12.17,MS,0.008
0.082,4.968,28045,12.17,MS,0.007
0.086,,28047,12.38,MS,0.02
0.079,4.685,28047,12.38,MS,0.018
0.084,,28049,11.84,MS,0.006
0.078,5.356,28049,11.84,MS,0.005
0.165,,28051,12.34,MS,0.001
0.165,5.414,28051,12.34,MS,0.001
0.159,,28053,12.25,MS,0.003
0.142,5.311,28053,12.25,MS,0.002
0.144,4.438,28055,12.06,MS,0.0
0.091,,28057,12.16,MS,0.002
0.088,4.516,28057,12.16,MS,0.002
0.098,,28059,12.71,MS,0.014
0.09,4.372,28059,12.71,MS,0.013
0.101,,28061,12.37,MS,0.004
0.097,4.894,28061,12.37,MS,0.004
0.144,,28063,11.09,MS,0.0
0.164,5.212,28063,11.09,MS,0.0
0.115,,28065,11.75,MS,0.0
0.112,5.319,28065,11.75,MS,0.0
0.07,,28067,12.22,MS,0.02
0.065,4.767,28067,12.22,MS,0.022
0.127,,28069,12.71,MS,0.006
0.123,5.842,28069,12.71,MS,0.007
0.073,,28071,12.22,MS,0.004
0.067,6.551,28071,12.22,MS,0.002
0.069,,28073,11.87,MS,0.005
0.062,4.934,28073,11.87,MS,0.007
0.094,,28075,12.66,MS,0.008
0.087,5.311,28075,12.66,MS,0.007
0.105,,28077,11.55,MS,0.0
0.094,5.498,28077,11.55,MS,0.0
0.107,,28079,12.49,MS,0.02
0.098,5.624,28079,12.49,MS,0.02
0.087,,28081,12.19,MS,0.006
0.082,4.706,28081,12.19,MS,0.008
0.126,,28083,12.27,MS,0.006
0.127,6.135,28083,12.27,MS,0.006
0.093,,28085,11.32,MS,0.006
0.083,4.79,28085,11.32,MS,0.006
0.096,,28087,12.5,MS,0.005
0.096,5.839,28087,12.5,MS,0.006
0.065,,28089,12.26,MS,0.014
0.063,5.098,28089,12.26,MS,0.014
0.105,,28091,11.65,MS,0.001
0.095,5.905,28091,11.65,MS,0.001
0.117,,28093,12.54,MS,0.009
0.104,5.054,28093,12.54,MS,0.005
0.114,,28095,12.32,MS,0.001
0.121,4.888,28095,12.32,MS,0.001
0.119,,28097,12.35,MS,0.0
0.114,4.804,28097,12.35,MS,0.0
0.074,,28099,12.59,MS,0.012
0.068,4.712,28099,12.59,MS,0.015
0.082,,28101,12.49,MS,0.006
0.076,3.985,28101,12.49,MS,0.004
0.153,,28103,12.63,MS,0.002
0.155,5.293,28103,12.63,MS,0.003
0.092,,28105,12.46,MS,0.004
0.086,7.559,28105,12.46,MS,0.005
0.115,,28107,12.23,MS,0.006
0.111,4.959,28107,12.23,MS,0.001
0.094,,28109,11.97,MS,0.002
0.085,5.396,28109,11.97,MS,0.001
0.098,,28111,12.26,MS,0.0
0.091,4.726,28111,12.26,MS,0.0
0.108,,28113,11.16,MS,0.007
0.1,5.391,28113,11.16,MS,0.005
0.08,,28115,12.2,MS,0.013
0.079,4.691,28115,12.2,MS,0.012
0.093,,28117,12.52,MS,0.006
0.091,4.369,28117,12.52,MS,0.0
0.127,,28119,12.23,MS,0.003
0.133,4.886,28119,12.23,MS,0.008
0.057,,28121,12.07,MS,0.005
0.051,4.054,28121,12.07,MS,0.006
0.075,,28123,12.34,MS,0.06
0.064,4.023,28123,12.34,MS,0.051
0.117,,28125,12.18,MS,0.003
0.115,4.518,28125,12.18,MS,0.003
0.081,,28127,11.89,MS,0.007
0.073,4.757,28127,11.89,MS,0.008
0.086,,28129,12.19,MS,0.006
0.079,5.308,28129,12.19,MS,0.007
0.089,,28131,12.32,MS,0.004
0.076,5.096,28131,12.32,MS,0.003
0.146,,28133,12.24,MS,0.006
0.139,5.552,28133,12.24,MS,0.006
0.114,,28135,12.25,MS,0.017
0.113,4.95,28135,12.25,MS,0.016
0.097,,28137,12.4,MS,0.011
0.089,4.675,28137,12.4,MS,0.011
0.109,,28139,12.67,MS,0.012
0.105,4.728,28139,12.67,MS,0.009
0.106,,28141,12.71,MS,0.008
0.095,4.167,28141,12.71,MS,0.008
0.151,,28143,12.38,MS,0.013
0.145,4.22,28143,12.38,MS,0.015
0.084,,28145,12.28,MS,0.016
0.074,4.346,28145,12.28,MS,0.014
0.114,,28147,11.42,MS,0.004
0.108,6.862,28147,11.42,MS,0.005
0.102,,28149,11.76,MS,0.007
0.098,5.606,28149,11.76,MS,0.005
0.141,,28151,12.19,MS,0.01
0.138,5.328,28151,12.19,MS,0.008
0.112,,28153,12.52,MS,0.002
0.108,5.588,28153,12.52,MS,0.002
0.118,,28155,12.36,MS,0.003
0.121,5.952,28155,12.36,MS,0.003
0.112,,28157,10.49,MS,0.006
0.111,6.122,28157,10.49,MS,0.004
0.124,,28159,12.55,MS,0.001
0.118,5.229,28159,12.55,MS,0.001
0.096,,28161,12.25,MS,0.001
0.093,4.985,28161,12.25,MS,0.0
0.114,,28163,12.24,MS,0.027
0.109,6.289,28163,12.24,MS,0.029
0.052,,30001,10.36,MT,0.001
0.045,4.325,30001,10.36,MT,0.001
0.128,,30003,10.61,MT,0.004
0.153,5.11,30003,10.61,MT,0.003
0.056,,30005,11.25,MT,0.001
0.057,4.804,30005,11.25,MT,0.003
0.082,,30007,11.11,MT,0.0
0.072,3.639,30007,11.11,MT,0.0
0.047,,30009,10.65,MT,0.002
0.047,4.567,30009,10.65,MT,0.001
0.054,,30013,11.44,MT,0.002
0.051,4.252,30013,11.44,MT,0.002
0.04,,30015,11.52,MT,0.001
0.04,3.966,30015,11.52,MT,0.001
0.037,,30017,10.39,MT,0.005
0.037,4.419,30017,10.39,MT,0.007
0.04,,30019,10.47,MT,0.0
0.035,,30021,10.28,MT,0.001
0.035,4.297,30021,10.28,MT,0.0
0.074,,30023,10.81,MT,0.001
0.069,4.515,30023,10.81,MT,0.001
0.019,,30025,10.12,MT,0.0
0.02,3.606,30025,10.12,MT,0.0
0.053,,30027,11.2,MT,0.001
0.051,4.292,30027,11.2,MT,0.001
0.09,,30029,11.44,MT,0.002
0.079,4.113,30029,11.44,MT,0.002
0.053,,30031,10.83,MT,0.004
0.044,4.205,30031,10.83,MT,0.005
0.102,,30035,11.57,MT,0.0
0.109,5.048,30035,11.57,MT,0.001
0.1,,30039,10.91,MT,0.0
0.095,3.846,30039,10.91,MT,0.0
0.055,,30041,11.54,MT,0.005
0.065,4.795,30041,11.54,MT,0.005
0.052,,30043,10.96,MT,0.002
0.051,3.587,30043,10.96,MT,0.002
0.044,,30045,11.36,MT,0.002
0.043,3.962,30045,11.36,MT,0.002
0.089,,30047,11.26,MT,0.002
0.079,4.944,30047,11.26,MT,0.003
0.049,,30049,11.28,MT,0.003
0.046,3.595,30049,11.28,MT,0.002
0.135,,30053,11.43,MT,0.001
0.145,4.441,30053,11.43,MT,0.002
0.06,,30057,10.61,MT,0.001
0.053,3.918,30057,10.61,MT,0.001
0.061,,30059,11.25,MT,0.0
0.055,3.571,30059,11.25,MT,0.0
0.101,,30061,11.09,MT,0.0
0.098,3.991,30061,11.09,MT,0.0
0.059,,30063,11.1,MT,0.003
0.053,4.799,30063,11.1,MT,0.004
0.053,,30065,10.93,MT,0.0
0.052,5.045,30065,10.93,MT,0.0
0.064,,30067,10.83,MT,0.003
0.059,4.151,30067,10.83,MT,0.002
0.057,,30071,10.99,MT,0.0
0.058,4.759,30071,10.99,MT,0.0
0.056,,30073,11.57,MT,0.003
0.057,3.896,30073,11.57,MT,0.004
0.078,,30077,11.13,MT,0.001
0.071,3.832,30077,11.13,MT,0.001
0.044,4.704,30079,10.38,MT,0.0
0.08,,30081,10.69,MT,0.002
0.074,4.601,30081,10.69,MT,0.002
0.027,,30083,10.22,MT,0.002
0.026,4.698,30083,10.22,MT,0.001
0.074,,30085,10.35,MT,0.003
0.065,5.008,30085,10.35,MT,0.002
0.072,,30087,10.64,MT,0.006
0.071,4.569,30087,10.64,MT,0.008
0.132,,30089,11.23,MT,0.001
0.126,3.95,30089,11.23,MT,0.002
0.03,,30091,10.26,MT,0.0
0.031,4.376,30091,10.26,MT,0.001
0.058,,30093,10.79,MT,0.003
0.055,4.79,30093,10.79,MT,0.001
0.049,,30095,10.82,MT,0.002
0.046,4.031,30095,10.82,MT,0.001
0.028,,30097,10.91,MT,0.0
0.027,4.405,30097,10.91,MT,0.0
0.048,,30099,11.48,MT,0.002
0.043,4.5,30099,11.48,MT,0.002
0.043,,30101,11.64,MT,0.003
0.042,4.008,30101,11.64,MT,0.002
0.044,,30105,10.7,MT,0.003
0.042,4.935,30105,10.7,MT,0.003
0.048,,30107,11.13,MT,0.0
0.047,4.87,30107,11.13,MT,0.0
0.044,,30111,10.78,MT,0.005
0.043,4.285,30111,10.78,MT,0.004
0.094,,37001,12.47,NC,0.034
0.08,4.52,37001,12.47,NC,0.033
0.101,,37003,12.87,NC,0.008
0.078,3.997,37003,12.87,NC,0.008
0.106,,37005,12.93,NC,0.02
0.089,4.777,37005,12.93,NC,0.018
0.119,,37007,12.38,NC,0.009
0.098,4.484,37007,12.38,NC,0.009
0.115,,37009,12.96,NC,0.02
0.102,4.652,37009,12.96,NC,0.018
0.112,,37011,13.01,NC,0.015
0.093,4.14,37011,13.01,NC,0.013
0.109,,37013,11.61,NC,0.022
0.097,5.082,37013,11.61,NC,0.012
0.121,,37015,11.65,NC,0.002
0.109,5.09,37015,11.65,NC,0.002
0.124,,37017,11.98,NC,0.028
0.112,5.863,37017,11.98,NC,0.029
0.106,,37019,11.99,NC,0.016
0.088,4.598,37019,11.99,NC,0.014
0.075,,37021,13.09,NC,0.018
0.061,4.458,37021,13.09,NC,0.018
0.108,,37023,12.94,NC,0.019
0.089,4.47,37023,12.94,NC,0.021
0.088,,37025,12.61,NC,0.031
0.074,4.194,37025,12.61,NC,0.027
0.114,,37027,12.94,NC,0.01
0.091,4.905,37027,12.94,NC,0.008
0.078,,37029,11.62,NC,0.011
0.076,3.689,37029,11.62,NC,0.018
0.086,,37031,11.63,NC,0.011
0.074,4.281,37031,11.63,NC,0.013
0.097,,37033,12.54,NC,0.007
0.082,4.942,37033,12.54,NC,0.009
0.11,,37035,12.83,NC,0.031
0.09,4.196,37035,12.83,NC,0.031
0.074,,37037,12.34,NC,0.044
0.055,4.552,37037,12.34,NC,0.041
0.128,,37039,13.43,NC,0.007
0.106,4.229,37039,13.43,NC,0.005
0.104,,37041,11.56,NC,0.014
0.095,5.44,37041,11.56,NC,0.007
0.096,,37043,13.37,NC,0.008
0.08,4.641,37043,13.37,NC,0.006
0.104,,37045,12.83,NC,0.005
0.089,4.969,37045,12.83,NC,0.006
0.126,,37047,12.0,NC,0.014
0.103,5.862,37047,12.0,NC,0.011
0.097,,37049,11.7,NC,0.017
0.09,4.314,37049,11.7,NC,0.019
0.103,,37051,12.09,NC,0.014
0.09,4.213,37051,12.09,NC,0.015
0.069,,37053,11.6,NC,0.007
0.064,3.973,37053,11.6,NC,0.006
0.113,,37055,11.37,NC,0.026
0.098,3.513,37055,11.37,NC,0.022
0.102,,37057,12.66,NC,0.019
0.084,4.322,37057,12.66,NC,0.018
0.087,,37059,12.76,NC,0.019
0.075,4.248,37059,12.76,NC,0.016
0.097,,37061,11.89,NC,0.085
0.086,4.862,37061,11.89,NC,0.086
0.076,,37063,12.27,NC,0.059
0.064,4.889,37063,12.27,NC,0.061
0.147,,37065,11.83,NC,0.011
0.134,5.082,37065,11.83,NC,0.011
0.09,,37067,12.76,NC,0.042
0.075,4.8,37067,12.76,NC,0.042
0.09,,37069,12.11,NC,0.021
0.074,4.473,37069,12.11,NC,0.017
0.106,,37071,12.73,NC,0.021
0.088,4.834,37071,12.73,NC,0.019
0.073,,37073,11.74,NC,0.004
0.073,4.415,37073,11.74,NC,0.004
0.168,,37075,13.38,NC,0.012
0.141,4.541,37075,13.38,NC,0.012
0.096,,37077,12.3,NC,0.018
0.084,4.151,37077,12.3,NC,0.017
0.095,,37079,11.84,NC,0.047
0.085,4.66,37079,11.84,NC,0.049
0.098,,37081,12.61,NC,0.031
0.083,4.803,37081,12.61,NC,0.031
0.132,,37083,11.96,NC,0.007
0.115,5.351,37083,11.96,NC,0.007
0.108,,37085,12.16,NC,0.029
0.092,4.511,37085,12.16,NC,0.023
0.087,,37087,13.18,NC,0.007
0.072,4.346,37087,13.18,NC,0.008
0.073,,37089,13.06,NC,0.037
0.06,4.362,37089,13.06,NC,0.035
0.104,,37091,11.79,NC,0.018
0.094,5.806,37091,11.79,NC,0.018
0.094,,37093,12.18,NC,0.024
0.083,5.053,37093,12.18,NC,0.025
0.109,,37095,11.46,NC,0.019
0.095,3.83,37095,11.46,NC,0.003
0.097,,37097,12.8,NC,0.018
0.08,4.584,37097,12.8,NC,0.016
0.092,,37099,13.21,NC,0.016
0.074,4.689,37099,13.21,NC,0.017
0.084,,37101,12.04,NC,0.041
0.069,4.404,37101,12.04,NC,0.041
0.105,,37103,11.76,NC,0.019
0.084,4.635,37103,11.76,NC,0.018
0.118,,37105,12.27,NC,0.076
0.103,4.346,37105,12.27,NC,0.066
0.1,,37107,11.82,NC,0.027
0.088,5.163,37107,11.82,NC,0.027
0.101,,37109,12.78,NC,0.023
0.083,4.656,37109,12.78,NC,0.021
0.107,,37113,13.27,NC,0.019
0.09,4.9,37113,13.27,NC,0.012
0.092,,37115,13.14,NC,0.008
0.07,4.719,37115,13.14,NC,0.008
0.113,,37117,11.68,NC,0.012
0.096,5.179,37117,11.68,NC,0.012
0.111,,37111,13.01,NC,0.007
0.091,4.75,37111,13.01,NC,0.007
0.094,,37119,12.64,NC,0.048
0.08,4.684,37119,12.64,NC,0.048
0.118,,37121,13.04,NC,0.006
0.106,4.71,37121,13.04,NC,0.005
0.113,,37123,12.45,NC,0.058
0.088,5.423,37123,12.45,NC,0.056
0.088,,37125,12.32,NC,0.015
0.077,4.661,37125,12.32,NC,0.015
0.12,,37127,11.98,NC,0.022
0.109,4.5,37127,11.98,NC,0.019
0.092,,37129,11.89,NC,0.019
0.078,4.914,37129,11.89,NC,0.022
0.11,,37131,11.96,NC,0.004
0.096,5.322,37131,11.96,NC,0.005
0.087,,37133,11.79,NC,0.014
0.076,3.535,37133,11.79,NC,0.008
0.062,,37135,12.36,NC,0.037
0.053,6.372,37135,12.36,NC,0.037
0.097,,37137,11.62,NC,0.006
0.089,4.372,37137,11.62,NC,0.006
0.106,,37139,11.58,NC,0.018
0.101,5.023,37139,11.58,NC,0.013
0.108,,37141,11.87,NC,0.017
0.091,4.588,37141,11.87,NC,0.015
0.098,,37143,11.56,NC,0.004
0.092,5.149,37143,11.56,NC,0.008
0.097,,37145,12.42,NC,0.01
0.088,4.838,37145,12.42,NC,0.009
0.093,,37147,11.75,NC,0.018
0.081,5.561,37147,11.75,NC,0.016
0.076,,37149,12.97,NC,0.017
0.058,4.214,37149,12.97,NC,0.012
0.096,,37151,12.51,NC,0.03
0.082,4.31,37151,12.51,NC,0.029
0.128,,37153,12.3,NC,0.021
0.108,5.426,37153,12.3,NC,0.02
0.13,,37155,12.08,NC,0.031
0.113,5.22,37155,12.08,NC,0.029
0.113,,37157,12.68,NC,0.016
0.094,4.549,37157,12.68,NC,0.014
0.099,,37159,12.68,NC,0.026
0.083,4.662,37159,12.68,NC,0.027
0.133,,37161,12.93,NC,0.007
0.111,4.496,37161,12.93,NC,0.007
0.086,,37163,11.99,NC,0.058
0.074,4.772,37163,11.99,NC,0.055
0.169,,37165,12.2,NC,0.004
0.146,5.7,37165,12.2,NC,0.004
0.096,,37167,12.52,NC,0.015
0.078,4.515,37167,12.52,NC,0.013
0.089,,37169,12.82,NC,0.009
0.073,4.657,37169,12.82,NC,0.008
0.101,,37171,12.88,NC,0.03
0.086,4.679,37171,12.88,NC,0.031
0.138,,37173,13.3,NC,0.013
0.114,5.116,37173,13.3,NC,0.01
0.096,,37175,13.12,NC,0.007
0.081,4.052,37175,13.12,NC,0.009
0.097,,37177,11.41,NC,0.032
0.089,3.969,37177,11.41,NC,0.029
0.082,,37179,12.49,NC,0.03
0.069,3.961,37179,12.49,NC,0.03
0.132,,37181,12.24,NC,0.01
0.11,5.18,37181,12.24,NC,0.01
0.075,,37183,12.15,NC,0.031
0.062,4.253,37183,12.15,NC,0.031
0.123,,37185,12.16,NC,0.012
0.106,5.088,37185,12.16,NC,0.013
0.122,,37187,11.48,NC,0.013
0.098,5.782,37187,11.48,NC,0.01
0.083,,37189,12.98,NC,0.01
0.072,7.805,37189,12.98,NC,0.01
0.089,,37191,11.93,NC,0.039
0.08,4.675,37191,11.93,NC,0.04
0.108,,37193,12.91,NC,0.013
0.093,4.72,37193,12.91,NC,0.016
0.125,,37195,11.92,NC,0.037
0.112,4.727,37195,11.92,NC,0.035
0.089,,37197,12.83,NC,0.024
0.071,4.622,37197,12.83,NC,0.02
0.111,,37199,13.08,NC,0.016
0.098,4.485,37199,13.08,NC,0.014
0.027,,38001,9.79,ND,0.0
0.023,3.683,38001,9.79,ND,0.0
0.034,,38003,10.55,ND,0.001
0.031,4.272,38003,10.55,ND,0.004
0.068,,38005,9.62,ND,0.001
0.072,5.142,38005,9.62,ND,0.001
0.03,,38009,9.7,ND,0.0
0.035,4.748,38009,9.7,ND,0.0
0.018,,38011,9.92,ND,0.0
0.02,4.431,38011,9.92,ND,0.0
0.018,,38013,9.93,ND,0.007
0.02,5.089,38013,9.93,ND,0.011
0.027,,38015,9.75,ND,0.002
0.024,4.044,38015,9.75,ND,0.002
0.033,,38017,11.1,ND,0.012
0.03,4.327,38017,11.1,ND,0.012
0.033,,38019,10.08,ND,0.0
0.036,4.12,38019,10.08,ND,0.0
0.029,,38021,10.23,ND,0.001
0.024,4.466,38021,10.23,ND,0.001
0.021,,38023,10.08,ND,0.0
0.02,4.707,38023,10.08,ND,0.0
0.015,,38025,9.83,ND,0.0
0.013,5.367,38025,9.83,ND,0.008
0.052,,38027,9.84,ND,0.003
0.061,4.616,38027,9.84,ND,0.002
0.059,,38029,9.66,ND,0.006
0.057,4.98,38029,9.66,ND,0.005
0.033,,38031,9.88,ND,0.004
0.035,5.657,38031,9.88,ND,0.002
0.025,5.762,38033,10.0,ND,0.0
0.037,,38035,10.84,ND,0.007
0.033,4.756,38035,10.84,ND,0.008
0.037,,38037,9.74,ND,0.003
0.026,,38039,10.34,ND,0.006
0.023,3.875,38039,10.34,ND,0.003
0.032,,38041,9.79,ND,0.0
0.033,4.339,38041,9.79,ND,0.0
0.062,,38043,9.73,ND,0.008
0.056,4.204,38043,9.73,ND,0.009
0.026,,38045,10.29,ND,0.002
0.023,4.975,38045,10.29,ND,0.003
0.03,4.536,38047,9.7,ND,0.005
0.045,,38049,9.64,ND,0.001
0.039,4.329,38049,9.64,ND,0.005
0.033,,38051,9.63,ND,0.007
0.03,5.315,38051,9.63,ND,0.004
0.015,,38053,9.96,ND,0.003
0.014,4.789,38053,9.96,ND,0.005
0.044,,38055,9.75,ND,0.001
0.04,4.356,38055,9.75,ND,0.002
0.051,,38057,9.79,ND,0.008
0.043,4.27,38057,9.79,ND,0.004
0.037,,38059,9.77,ND,0.003
0.033,3.708,38059,9.77,ND,0.003
0.018,,38061,9.84,ND,0.003
0.016,5.279,38061,9.84,ND,0.004
0.041,,38063,10.31,ND,0.0
0.041,4.549,38063,10.31,ND,0.0
0.065,,38067,10.71,ND,0.0
0.062,3.858,38067,10.71,ND,0.0
0.047,,38069,9.56,ND,0.004
0.045,4.965,38069,9.56,ND,0.002
0.043,,38071,9.88,ND,0.004
0.039,4.054,38071,9.88,ND,0.003
0.03,,38073,10.94,ND,0.003
0.029,3.866,38073,10.94,ND,0.002
0.027,3.98,38075,9.8,ND,0.0
0.04,,38077,11.54,ND,0.004
0.035,4.324,38077,11.54,ND,0.004
0.112,,38079,9.57,ND,0.0
0.129,7.346,38079,9.57,ND,0.0
0.026,,38081,11.01,ND,0.001
0.025,3.867,38081,11.01,ND,0.001
0.053,,38085,9.68,ND,0.002
0.048,7.101,38085,9.68,ND,0.001
0.016,,38089,9.81,ND,0.009
0.015,4.364,38089,9.81,ND,0.01
0.033,,38093,9.95,ND,0.002
0.029,4.121,38093,9.95,ND,0.002
0.039,,38095,9.56,ND,0.0
0.045,4.345,38095,9.56,ND,0.0
0.035,,38097,11.11,ND,0.001
0.031,4.322,38097,11.11,ND,0.001
0.053,,38099,10.58,ND,0.008
0.053,4.054,38099,10.58,ND,0.008
0.028,,38101,9.75,ND,0.002
0.028,3.608,38101,9.75,ND,0.003
0.044,,38103,9.64,ND,0.003
0.048,4.154,38103,9.64,ND,0.003
0.008,,38105,10.02,ND,0.001
0.009,3.889,38105,10.02,ND,0.001
0.036,,31001,11.5,NE,0.026
0.035,4.042,31001,11.5,NE,0.024
0.029,,31003,11.73,NE,0.006
0.029,4.137,31003,11.73,NE,0.009
0.026,,31011,11.5,NE,0.0
0.028,3.91,31011,11.5,NE,0.004
0.043,,31013,13.7,NE,0.006
0.043,4.867,31013,13.7,NE,0.007
0.035,,31015,11.71,NE,0.003
0.035,3.563,31015,11.71,NE,0.002
0.03,,31017,12.33,NE,0.0
0.03,4.096,31017,12.33,NE,0.0
0.03,,31019,12.15,NE,0.011
0.03,4.23,31019,12.15,NE,0.011
0.043,,31021,10.63,NE,0.001
0.045,4.242,31021,10.63,NE,0.001
0.031,,31023,10.5,NE,0.005
0.032,3.506,31023,10.5,NE,0.01
0.046,,31025,9.25,NE,0.004
0.046,3.408,31025,9.25,NE,0.004
0.027,,31027,11.58,NE,0.003
0.029,4.167,31027,11.58,NE,0.002
0.025,,31029,13.17,NE,0.026
0.026,3.47,31029,13.17,NE,0.029
0.026,,31031,12.63,NE,0.002
0.026,4.122,31031,12.63,NE,0.007
0.031,,31033,13.64,NE,0.004
0.032,3.876,31033,13.64,NE,0.005
0.037,,31035,10.95,NE,0.017
0.037,3.599,31035,10.95,NE,0.026
0.034,,31037,10.8,NE,0.182
0.034,3.76,31037,10.8,NE,0.19
0.028,,31039,10.95,NE,0.032
0.03,4.011,31039,10.95,NE,0.026
0.027,,31041,12.49,NE,0.005
0.026,3.867,31041,12.49,NE,0.006
0.062,,31043,11.28,NE,0.125
0.069,4.131,31043,11.28,NE,0.112
0.039,,31045,12.95,NE,0.006
0.04,5.313,31045,12.95,NE,0.014
0.045,,31047,12.54,NE,0.112
0.041,3.512,31047,12.54,NE,0.105
0.029,,31049,13.41,NE,0.005
0.033,3.81,31049,13.41,NE,0.027
0.043,,31051,11.45,NE,0.04
0.045,3.66,31051,11.45,NE,0.036
0.042,,31053,10.52,NE,0.031
0.04,3.579,31053,10.52,NE,0.033
0.045,,31055,9.83,NE,0.037
0.045,4.56,31055,9.83,NE,0.037
0.03,,31057,13.2,NE,0.001
0.031,3.288,31057,13.2,NE,0.002
0.033,,31059,10.46,NE,0.001
0.032,3.374,31059,10.46,NE,0.001
0.032,,31061,12.06,NE,0.003
0.032,4.132,31061,12.06,NE,0.003
0.029,,31063,12.74,NE,0.0
0.035,,31065,12.62,NE,0.007
0.036,4.268,31065,12.62,NE,0.005
0.046,,31067,9.5,NE,0.005
0.044,4.226,31067,9.5,NE,0.006
0.036,,31069,13.48,NE,0.0
0.033,3.69,31069,13.48,NE,0.0
0.032,,31071,12.14,NE,0.0
0.034,3.287,31071,12.14,NE,0.0
0.028,,31073,12.56,NE,0.003
0.038,3.025,31073,12.56,NE,0.003
0.036,,31077,11.78,NE,0.0
0.034,4.697,31077,11.78,NE,0.0
0.038,,31079,11.55,NE,0.073
0.036,3.699,31079,11.55,NE,0.082
0.028,,31081,11.05,NE,0.002
0.027,3.66,31081,11.05,NE,0.001
0.032,,31083,12.44,NE,0.004
0.033,3.557,31083,12.44,NE,0.004
0.036,,31087,12.98,NE,0.007
0.036,3.91,31087,12.98,NE,0.008
0.029,,31089,11.93,NE,0.003
0.029,4.059,31089,11.93,NE,0.004
0.033,,31093,11.69,NE,0.002
0.034,3.78,31093,11.69,NE,0.0
0.036,,31095,9.98,NE,0.005
0.038,3.928,31095,9.98,NE,0.003
0.037,,31097,9.02,NE,0.019
0.04,4.552,31097,9.02,NE,0.024
0.029,,31099,12.04,NE,0.004
0.03,3.244,31099,12.04,NE,0.003
0.035,,31101,13.19,NE,0.006
0.036,4.123,31101,13.19,NE,0.005
0.035,,31105,13.64,NE,0.009
0.038,4.178,31105,13.64,NE,0.007
0.032,,31107,11.7,NE,0.002
0.035,4.128,31107,11.7,NE,0.002
0.036,,31109,9.69,NE,0.023
0.035,4.447,31109,9.69,NE,0.023
0.034,,31111,12.86,NE,0.011
0.033,4.352,31111,12.86,NE,0.009
0.036,,31119,11.36,NE,0.042
0.036,4.475,31119,11.36,NE,0.037
0.035,,31121,11.26,NE,0.002
0.037,3.559,31121,11.26,NE,0.003
0.029,,31123,13.73,NE,0.016
0.03,3.471,31123,13.73,NE,0.018
0.029,,31125,11.33,NE,0.0
0.03,3.755,31125,11.33,NE,0.0
0.054,,31127,8.56,NE,0.006
0.057,5.108,31127,8.56,NE,0.005
0.035,,31129,10.96,NE,0.0
0.035,3.581,31129,10.96,NE,0.0
0.042,,31131,8.92,NE,0.006
0.042,4.472,31131,8.92,NE,0.011
0.031,,31133,9.01,NE,0.013
0.032,4.712,31133,9.01,NE,0.011
0.026,,31135,13.16,NE,0.001
0.027,3.505,31135,13.16,NE,0.001
0.028,,31137,12.42,NE,0.005
0.029,4.016,31137,12.42,NE,0.009
0.034,,31139,11.55,NE,0.004
0.035,3.298,31139,11.55,NE,0.003
0.034,,31141,11.09,NE,0.034
0.033,3.384,31141,11.09,NE,0.031
0.029,,31143,10.83,NE,0.005
0.033,3.834,31143,10.83,NE,0.008
0.033,,31145,12.8,NE,0.003
0.031,4.199,31145,12.8,NE,0.003
0.052,,31147,8.44,NE,0.001
0.053,4.265,31147,8.44,NE,0.001
0.036,,31151,9.98,NE,0.073
0.038,3.818,31151,9.98,NE,0.077
0.041,,31153,9.51,NE,0.016
0.04,3.409,31153,9.51,NE,0.017
0.042,,31155,10.12,NE,0.006
0.041,4.16,31155,10.12,NE,0.004
0.045,,31157,13.61,NE,0.016
0.042,4.139,31157,13.61,NE,0.016
0.033,,31159,10.17,NE,0.004
0.037,3.874,31159,10.17,NE,0.003
0.031,,31161,13.09,NE,0.001
0.033,3.954,31161,13.09,NE,0.001
0.032,,31163,12.08,NE,0.002
0.029,4.125,31163,12.08,NE,0.001
0.034,,31167,11.15,NE,0.005
0.035,3.4,31167,11.15,NE,0.004
0.03,,31169,10.47,NE,0.001
0.03,4.657,31169,10.47,NE,0.005
0.08,,31173,11.07,NE,0.002
0.075,4.495,31173,11.07,NE,0.004
0.029,,31175,12.11,NE,0.001
0.028,4.781,31175,12.11,NE,0.001
0.037,,31177,10.15,NE,0.003
0.039,4.144,31177,10.15,NE,0.002
0.032,,31179,11.33,NE,0.012
0.033,4.639,31179,11.33,NE,0.017
0.033,,31181,11.51,NE,0.006
0.037,4.249,31181,11.51,NE,0.004
0.037,,31185,10.62,NE,0.01
0.037,3.594,31185,10.62,NE,0.007
0.054,,33001,10.4,NH,0.004
0.052,4.171,33001,10.4,NH,0.003
0.052,,33003,10.39,NH,0.001
0.051,3.638,33003,10.39,NH,0.001
0.053,,33005,10.54,NH,0.003
0.051,4.139,33005,10.54,NH,0.002
0.077,,33007,10.58,NH,0.008
0.064,4.366,33007,10.58,NH,0.006
0.044,,33009,10.5,NH,0.006
0.043,4.341,33009,10.5,NH,0.006
0.057,,33011,10.46,NH,0.019
0.054,4.281,33011,10.46,NH,0.021
0.049,,33013,10.44,NH,0.006
0.048,4.066,33013,10.44,NH,0.007
0.06,,33015,10.37,NH,0.005
0.057,3.875,33015,10.37,NH,0.004
0.055,,33017,10.35,NH,0.007
0.051,4.25,33017,10.35,NH,0.007
0.048,,33019,10.52,NH,0.003
0.045,4.174,33019,10.52,NH,0.003
